id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
48900,51319,Elf Bowling,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121442,81465,Eliminator,NULL,1999-02-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7698,39446,Emergency Call Ambulance,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114909,12424,Emergency Room: Disaster Strikes,NULL,1999-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
61842,166583,Endless Season,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101117,37513,Engacho!,NULL,1999-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28860,98433,Escape,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
177517,69684,Eternal Eyes,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37474,67718,Evel Knievel,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38922,282,EverQuest,NULL,1999-03-16 00:00:00.000,8,NULL,84.0000,1,82.3166,14
146416,4129,Evil Zone,"The storyline of the game tells of a being known as Ihadurca, a powerful being who can exist in multiple dimensions at one time. Through heavy cost, the inhabitants of the world of I-Praseru (Happy Island) were able to temporarily confine Ihadurca in a dimension known as Evil Zone. Now, a tournament is being held to select the strongest warrior throughout the dimensions to destroy Ihadurca before she can escape from Evil Zone and threaten the world once more.",1999-01-14 00:00:00.000,2,NULL,76.0000,1,60.9503,9
70436,23132,Evolution: The World of Sacred Device,NULL,1999-01-21 00:00:00.000,NULL,NULL,71.0000,1,NULL,NULL
143850,36921,Excessive Speed,NULL,1999-03-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
172828,54012,Expendable,"Somewhere in the future a hostile alien race conquers most of the galaxy. Scientists developed the “Millennium Soldier” project by cloning two super-soldiers. Armed with blasters they will battle scores of monsters, robots and boss aliens to save us and get a well-earned reward.

In 2463 a race of vicious aliens has invaded human planets, wiping out the population of Novocastria first. Only the Millennium Soldier can lead the human fightback.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,2
39221,92861,Exploding Lips,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
14082,71846,Extreme Bullrider,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5887,8540,Extreme Paintbrawl 2,NULL,1999-11-15 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
87418,137915,EZ2DJ,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191667,3488,F-1 World Grand Prix II,NULL,1999-09-30 00:00:00.000,2,NULL,NULL,NULL,70.0600,5
154255,45079,F1 World Grand Prix: 1999 Season,NULL,1999-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68158,71832,F-22 Lightning 3,NULL,1999-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159763,10348,F355 Challenge,"F355 features a number of game modes: the Arcade mode which is the same as the checkpoint arcade version; Championship mode where you race a total of 6 races for the combined highest score; Single play which is the same as Arcade mode but with no time limit; Versus play with a two player split screen; and Network Race where you can connect to the Internet and race a time attack against other players ghost cars.

The courses that are available to race on are Motegi, short and long versions of Suzuka, Monza, Sugo, Long Beach, Atlanta Motor Speedway, Nurburgring (GP track), Laguna Seca, Sepang, and Fiorano (Ferrari's test track).

The game features 3 levels of difficulty. There are also four Assist functions - Stability Control for cornering, Traction Control from the engine to the tires, Anti Lock Brake System to keep the tires from locking during braking and Intelligent Brake System for braking before corners so beginners can concentrate on steering.

You can also connect to the Internet and register your driver data.",1999-11-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107444,42245,Famicom Bunko: Hajimari no Mori,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19050,198737,Family Feud,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148121,172696,FarenTuuga,"A continent drifting in black... the chaos of the pre-magic age.
A splash of red blood, a scream for help.
With the death of a king, this battle will now begin...",1999-09-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
161942,28401,Faselei!,NULL,1999-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120979,44000,Fatal Fury: First Contact,NULL,1999-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
124155,28138,Fatal Fury: Wild Ambition,NULL,1999-01-28 00:00:00.000,NULL,NULL,NULL,NULL,76.3336,9
167442,13775,Faust: The Seven Games of the Soul,NULL,1999-10-01 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
105582,63532,Favorite Dear,NULL,1999-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61561,146178,Ferazel's Wand,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111837,115759,Field & Stream - Trophy Hunting,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
185448,126294,FIFA 2000: Major League Soccer,NULL,1999-09-30 00:00:00.000,2,NULL,NULL,NULL,67.5188,26
79974,4636,Fighter Maker,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159443,45307,Fighting Eyes,NULL,1999-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116768,11615,Fighting Force 2,NULL,1999-11-30 00:00:00.000,4,NULL,NULL,NULL,41.3502,13
80237,47683,Fighting Force 64,NULL,1999-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169752,423,Final Fantasy Anthology,NULL,1999-09-30 00:00:00.000,5,NULL,NULL,NULL,80.1991,11
116763,41855,Final Fantasy Collection,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102748,425,Final Fantasy VIII,"Final Fantasy VIII is set on a fantasy world with science fiction elements, and focuses on Squall Leonhart, a young SeeD mercenary hired out to various missions by Balamb Garden. Squall and his friends are enlisted to help a group known as the Forest Owls led by Rinoa Heartilly, an endeavor that escalates into a conflict against the forces led by Sorceress Edea.",1999-02-11 00:00:00.000,141,NULL,90.0000,2,82.0420,389
123822,203524,Final Fantasy VIII,"Final Fantasy VIII is set on a fantasy world with science fiction elements, and focuses on Squall Leonhart, a young SeeD mercenary hired out to various missions by Balamb Garden. Squall and his friends are enlisted to help a group known as the Forest Owls led by Rinoa Heartilly, an endeavor that escalates into a conflict against the forces led by Sorceress Edea.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50873,1659,Final Fight Revenge,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110374,69870,Finger Flashing,NULL,1999-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162213,1437,Fire Emblem: Thracia 776,"Spending most of his life on the run, Leif eventually finds shelter in the village of Fiana. One day, the villager's protectors are routing bandits when the new Duke of Manster Raydrik attacks the village in search of Leif, kidnapping Leif's friends Nanna and Mareeta. Devastated by the town's destruction and his friends' abductions, Leif decides to face the forces of Thracia and retake Manster. Aided by Finn and a growing band of rebels, he rescues both Nanna and the enemy-controlled Mareeta, and defeating Raydrik's forces as they retake Manster and liberate northern Thracia. Leif's forces finally face Raydrik in battle, but upon his defeat he is transformed into an undead monster called Deadlord Mus. Leif destroys Mus, and cements his forces defending Manster and northern Thracia from the Grannvale army.",1999-09-01 00:00:00.000,8,NULL,NULL,NULL,88.7858,21
117780,45074,Fire Pro Wrestling G,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122145,44944,Fisherman's Bait 2: Big Ol' Bass,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122506,22845,Fisherman's Bait: A Bass Challenge,NULL,1999-03-19 00:00:00.000,NULL,NULL,65.0000,1,NULL,NULL
159286,178356,Five Generations,NULL,1999-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75056,6721,Flag to Flag,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115935,708,Flanker 2.0,NULL,1999-09-30 00:00:00.000,1,NULL,70.0000,1,NULL,NULL
178724,14803,Fleet Command,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1
120846,715,Flight Unlimited III,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92039,140475,Flux,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102651,44811,Football Manager 2000,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67489,60113,For a Change,"""The sun has gone. It must be brought. You have a rock.""

It is set in a small world where the sun is gone, hidden behind the High Wall that casts an omnipresent shade. The player's goal is to bring back sunlight. The game's setting is somewhat surreal, containing such sights as giant glass cubes or machines that make lies true, and the language is characterized by odd word choices and a strange lexicon.",1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176602,1859,Force 21,NULL,1999-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139072,91738,Formula Nippon,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76992,8297,Formula One 99,NULL,1999-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22226,10908,Frame Gride,NULL,1999-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93845,3746,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,NULL,1999-11-05 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,3
190792,722,Freespace 2,NULL,1999-09-30 00:00:00.000,12,NULL,81.5000,2,79.2847,22
121768,23155,Freestyle Boardin' '99,NULL,1999-02-05 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
103209,39088,Fres Fighter II Turbo,NULL,1999-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43064,198744,Frogger,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181341,1502,Front Mission 3,"There are two plots of Front Mission 3, and both revolve around Japanese wanzer test pilots Kazuki Takemura and Ryogo Kusama. Through a decision made early in the game, the player can play either the DHZ scenario or the USN scenario. The DHZ scenario stars Japanese scientist Aliciana ""Alisa"" Takemura, while the USN scenario revolves around scientist Emir ""Emma"" Klamsky.

Although both scenarios have different characters and story scenarios, they both share a number of events and locations in the game. Due to its storytelling approach, it is not known which of the two scenarios is canonically related to Front Mission 5: Scars of the War. On October 31, Kazuki begins testing a new prototype wanzer at a Kirishima Heavy Industries test site near Okinawa. Upon completing the test, he is informed that some construction wanzers need to be taken to the JDF base in Yokosuka. Ryogo asks Kazuki if he can join him in delivering the wanzers. If the player chooses to go with him, they will play the USN scenario. If the player does not go with him, they will play the DHZ scenario.

In either case, Kazuki and Ryogo are eventually tasked to deliver the Kirishima prototypes to the Yokosuka base. As they ready the wanzers for delivery, an explosion leads Kazuki to attempt going inside the base itself. The two test pilots are eventually forced to leave the base. Realizing that his sister Alisa was recently transferred to the base, Kazuki and Ryogo eventually find themselves back inside the complex.",1999-09-02 00:00:00.000,8,NULL,NULL,NULL,80.7523,22
152200,91811,Furby: Big Fun in Furbyland,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188502,191328,Fushigi no Dungeon: Fuurai no Shiren Tsukikage-mura no Kaibutsu,NULL,1999-12-08 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
115206,44695,G1 Jockey,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183644,1252,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",NULL,1999-10-05 00:00:00.000,4,NULL,70.0000,1,81.4185,18
1597,39550,Gaia Crusaders,NULL,1999-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140213,191872,Gakuen Hyoryuu Senki,April 2005. The main character is a high school student on a voyage trip with a lot of his girl classmates. He's been in love with his classmate Suzuki Kaori for a long time and now is a perfect opportunity to finally confess. But after an incident the main character wakes up alone at a beach shore. What will he do now?,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113575,54552,Galerians,"A young man named Rion wakes up in a hospital. He does not know who he is, he can hear a girl's voice in his mind, imploring him to save her. While trying to escape from the hospital, Rion is detained by guards, and discovers that he possesses devastating psychic powers. Trying to understand what has been done to him, Rion gradually uncovers the mystery behind the ""G Project"", a human experiment that involves unlocking the hidden potential of the human mind.",1999-08-26 00:00:00.000,1,NULL,NULL,NULL,55.1387,14
103756,146856,Galerians: Limited Edition,NULL,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141042,13659,Gallop Racer,NULL,1999-04-17 00:00:00.000,1,NULL,40.0000,0,NULL,NULL
163796,77907,Game & Watch Gallery 3,NULL,1999-04-08 00:00:00.000,NULL,NULL,66.0000,1,77.0000,3
82583,129173,Ganbare Goemon: Mononoke Douchuu Tobidase Nabe-Bugyou!,NULL,1999-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146626,129172,Ganbare Goemon: Tengu-tou no Gyakushuu!,NULL,1999-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110746,39891,Ganryu,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120862,37508,Ganso JaJaMaru-kun,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160433,24947,GARAGE: Bad Dream Adventure,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119422,71615,Garfield's Mad About Cats,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14156,10605,Garou: Mark of the Wolves,"Ten years after crime lord Geese Howard's death, the city of Southtown has become more peaceful. Now, the stage is the neighbour city known as Second Southtown. A new fighting tournament called ""King of Fighters: Maximum Mayhem"" starts in the area, and several characters related with the fighters from the old era of King of Fighters tournaments participate within it.",1999-01-26 00:00:00.000,5,NULL,80.0000,1,78.1650,48
53869,145879,G-Darius Ver.2,"G-Darius is a prequel story that revolves around a conflict between the humanoids of Amnelia and cyborg/chimera biovessels known as the ""Thiima"" (meant to mean simply ""deliverer of death""). The Thiima had been aroused by the Amnelian army's use of the weapon A.N. (All-Nothing) to annihilate the world Blazar, whom Amnelia had been at war with over jurisdiction over the moon Mahsah. Determined to protect their existence, and long ago programmed to protect the universe from just such threats as A.N., the Thiima swarmed on Amnelia. Although the armed forces were badly ravaged, Amnelian scientists and engineers were able to make use of both A.N. and reverse engineered Thiiman technology/life systems to create the Silver Hawk fighters. Ultimately, two pilots—Sameluck Raida and Lutia Feen—are chosen to perform a decisive attack on the main Thiima base: Kazumn, a satellite of the planet Darius.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106715,73965,Gearhead Garage,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101647,70665,Gekisou TomaRunner,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70229,142652,Genocide,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143558,62438,Germs: Nerawareta Machi,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12681,153816,Get Mushi Club: Minna no Konchuu Daizukan,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42315,210294,Gex 3: Deep Cover Gecko,NULL,1999-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43669,3505,Gex 3: Deep Cover Gecko,NULL,1999-03-23 00:00:00.000,8,NULL,67.0000,1,77.7977,19
161725,178021,Ghosts 'n Goblins,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169677,45828,Giant Gram: All Japan Pro Wrestling 2,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176532,9162,Giga Wing,"Giga Wing takes place during a fictional war within a steampunk setting. The game is based on the player(s) trying to destroy a medallion which possesses great power. Many of the bosses use the medallion as a weapon. At the end, it shows that an evil man who pilots a ship called the ""Stranger"" is the real person who is in control of the Medallion, and was responsible for the war, as well as other conflicts in the past including World War II, and you fight him three times as a mini-boss and as the last boss. He appears to be a friend of Stuck 30 years ago when you fight him with Stuck. There are four different characters in the game: Sinnosuke, Ruby, Isha, and Stuck; and each of them has their own individual storyline. Players can also do team play mode that has two characters at once, creating a new storyline. In each storyline, there are two endings. In the bad ending, the character the player uses will sacrifice their life in a kamikaze attack that destroys the Medallion. In team up mode, generally one of the character does this, but sometimes both characters survive. In the good endings for either solo or team play, the characters do not sacrifice themselves.",1999-03-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
31063,24612,Give it Up! 2,NULL,1999-10-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
43683,63696,GL Tron,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185041,15480,Global Domination,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122856,193728,Glover,"In a peaceful, idyllic kingdom, a kindly wizard rules over various lands from his large castle. The beauty and harmony of the kingdom are protected by seven magical crystals, which sit on the spires of the castle. The wizard is aided in his magic by a pair of magic, four-fingered gloves, which are sentient. One day, though, the wizard accidentally mixes together a bad batch of potions, which create a massive explosion. The mishap turns the wizard into a statue, and sends his magic gloves in two directions—one flies out the window, while the other lands in a cauldron. The explosion also shakes the crystals from the spires, and they hurtle to the ground. The glove that landed outside—Glover—quickly casts a spell to transform the crystals into rubber balls to prevent them from shattering on the ground. They bounce away, entering the magical realms around the kingdom. Without the crystals, though, the world transforms into a foggy, desolate wasteland. To make matters worse, the other glove is corrupted by the potion in the cauldron and becomes the villain, Cross-Stitch.",1999-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76761,140986,Go Kart Challenge,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82672,45823,Godzilla Generations Maximum Impact,"The opening begins with Godzilla swimming in the sea, then later changes to him attacking a city with MGR-IInd appearing with the military. It then changes to Space Godzilla and Destoroyah appearing over the city, then appearing with Godzilla continuing his rampage through the city while the military/G-Force attacks him. They eventually manage to knock him down only to have him stand up in the next second. Godzilla then destroys/crumbles a building (a few G-Force soliders can be seen running while the building crumbles). After, Godzilla begins to charge his atomic breath, after a few seconds the building is seen exploding and soldiers scrambling/running and attacking, Godzilla fires his ray up into the sky, then a black hit point shows up as the screen darkens, marking the end of the intro. There's no sound effects in the intro, only music.",1999-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125857,75893,Godzilla: The Series,"After a giant electrical powered monster, named The Crackler began attacking New York City, Godzilla went to fight it while Randy Hernandez looked into a way to stop it. Godzilla fought it back, and was able to defeat it when it was weakened by its unwitting creator finally addressing his emotions. Afterward, Niko Tatopoulos called Major Anthony Hicks to tell him to stop attacking Godzilla, who had just saved the city, but Hicks revealed that no-one had orders to attack Godzilla. He was chased into the water by a helicopter, and went ashore on an island. On the island, Godzilla was attacked by more military vehicles and a population of Giant Mutant Bees, and eventually fought their Queen. After defeating the Mutant Bees, H.E.A.T. noticed that military assets were still attacking Godzilla, and they decided to continue facing them to get to their source. As Godzilla continued, he was met with more military and Cyber Flies before facing an enormous tank. After that, H.E.A.T. began to investigate tar on a beach that they believed to be linked to the disappearance of several swimmers. They were then attacked by a Mutant Giant Squid, which Godzilla defeated before more attacked, along with the military. Eventually they came upon some squids that were not charred from Godzilla's Fire Balls, but encased in the digestive tar they had found earlier. Before they could ponder for too long as to what was really creating the tar, the Crustaceous Rex surfaced and attacked Godzilla. While it was capable of using its tar to immobilize Godzilla, he was able to defeat it. After noticing that Godzilla was acting very hyperactive, H.E.A.T. was contacted by Cameron Winter, who accused them of trespassing before admitting that he was behind the odd military attacks on Godzilla in order to test his Solstice Technologies weapons, and that he was using a machine to control Godzilla. N.I.G.E.L. was able to dismantle it, and Godzilla advanced on the island and defeated updated versions of the Solstice Helicopter and Solstice Tank. Godzilla then reached the Solstice Industries facility on the island and destroyed it. With the mystery of who was attacking Godzilla behind them, H.E.A.T. and Godzilla headed back to New York City.",1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107043,3507,Goemon: Mononoke Sugoroku,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188232,198748,Goldberg Smash & Bash Wrestling Game Fear the Spear,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138820,198749,Golden Tee Golf,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41848,113530,Golf Shiyouyo,NULL,1999-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112952,131079,Golgo-13,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85836,73039,Goo! Goo! Soundy,NULL,1999-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133184,37506,Goraku Ou Tango!,NULL,1999-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172526,7833,Gorky 17,NULL,1999-11-30 00:00:00.000,5,1,80.0000,1,79.9584,14
4539,93475,GP 500,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120701,8306,G-Police: Weapons of Justice,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35718,1486,Gradius IV: Revival,"A distant memory.... 
 
The doomsday planet Bacterian has long been forgotten and Planet Gradius is enjoying a time of restored peace and prosperity. However their worst nightmare is about to become reality... again.... Suddenly, out of nowhere, a massive attack force appears, overwhelming the Gradius Defense Forces. 
 
Just when things are looking hopeless, a lone fighter screams across the sky. The battle for freedom is joined once more.....",1999-02-04 00:00:00.000,NULL,NULL,NULL,NULL,50.6853,5
102927,1597,Gran Turismo 2,NULL,1999-12-11 00:00:00.000,35,NULL,NULL,NULL,81.1932,144
66641,24513,Grand Prix World,NULL,1999-09-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
161692,44870,Grand Theft Auto,NULL,1999-10-22 00:00:00.000,3,NULL,NULL,NULL,60.0615,5
183550,819,Grand Theft Auto 2,"A sequel to Grand Theft Auto (1997), this game once again puts the player in the role of an aspiring thug hoping to climb to the top of the criminal world by completing missions and terrorizing the citizenry.",1999-10-22 00:00:00.000,151,NULL,70.0000,1,79.5697,436
51832,200403,Grand Theft Auto 2,NULL,1999-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104583,201653,Gransland,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
22184,171230,Grey Tower,NULL,1999-01-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127670,21309,Growlanser,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166981,13225,Gruntz,NULL,1999-02-28 00:00:00.000,3,NULL,74.0000,1,73.5315,7
31189,93338,Gubble 2,"Another alien enemy race has taken over Gubble D. Gleep's planet, and he has to be the hero again!",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119789,209783,Guess Who?,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98323,44863,Gungage,NULL,1999-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46239,1350,Gunpey,NULL,1999-03-04 00:00:00.000,NULL,NULL,68.0000,3,NULL,NULL
175578,21162,Guwange,NULL,1999-06-24 00:00:00.000,1,NULL,70.0000,2,NULL,NULL
194107,232,Half-Life: Opposing Force,"Opposing Force opens with Shephard riding on a V-22 Osprey with his squad. His squad discuss their deployment, somewhat irritated that they have not been told what they are being deployed for. However, as they are nearing their Landing Zone at Black Mesa, airborne alien creatures attack the Osprey formation, causing Shephard's Osprey to crash land. Shephard regains consciousness in a Black Mesa medical bay, tended to by the science team, learning that the Marines are being steadily beaten by the alien forces from Xen and orders have come through to pull out. Consequently, Shephard departs to reach an extraction point and escape the facility. However, Shephard is prevented from reaching the extraction point by the enigmatic G-Man, forcing the evacuation craft to leave without him.

Other Marines who have also been left behind team up with Shephard and attempt to reach another extraction point near Black Mesa's Lambda Complex, but en route they come under attack from black operations units seeking to thoroughly contain the situation and eliminate all survivors. Shephard makes it to the Lambda Complex alive, and briefly sees Gordon Freeman as the latter teleports to Xen in the final stages of Half-Life. To escape the teleportation chamber, Shephard is forced to enter a separate portal, briefly taking him to Xen before depositing him in an entirely different area of the facility. The facility is now heavily damaged, and it soon becomes clear that a new alien race, Race X, has exploited the situation to mount a localized invasion, attacking both human and Xen forces in Black Mesa indiscriminately. Fighting between the black operations units and Race X quickly intensifies.

Shephard soon encounters more stranded Marine units in the wreckage of the base, and tries to break through the black operations units to reach an escape point past the facility's storage unit, but meets heavy resistance from both Race X and the black operations units. A surviving Black Mesa security guard reveals to Shephard that the black operators intend to detonate a tactical nuclear weapon in the base, thereby totally sealing it off and killing everything in it. After successfully neutralizing the guarding black operations unit, Shephard disarms the device and proceeds to the nearby storage areas, intent on escape. However, the G-Man rearms the device as Shephard departs. The storage unit has become a thick battleground between Race X and the black operation units, and although Shephard manages to evade them, he is informed by another security guard that something very large is coming through an alien portal blocking the exit path.

At the portal, Shephard discovers a gene worm, a massive creature facilitating the Race X invasion. Shephard is able to kill the creature, but just afterwards he is teleported onto an Osprey by the G-Man. As the G-Man congratulates Shephard on his accomplishments, the nuclear device detonates in the background, destroying Black Mesa. The game closes with the G-Man detaining Shephard someplace where he can tell no one of what he has seen and cannot be harmed, pending further evaluation.",1999-11-10 00:00:00.000,99,NULL,70.0000,1,80.9408,259
81801,93071,Half-Life: Uplink,NULL,1999-02-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
105316,50040,Halloween Racer,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183124,218575,Halloween: October 31st Demake,NULL,1999-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
35240,71668,Hangsim,NULL,1999-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181860,209795,Harley-Davidson: Race Across America,NULL,1999-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64887,37504,Harobots,NULL,1999-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172265,3379,Harvest Moon 2 GBC,"From the Wikia:
""Harvest Moon 2 starts with the mayor of a village, who determines that, to stay alive, they must use the old abandoned farmland outside of town and turn it into an amusement park. However, a farmer volunteers to take over the farm. He is given 3 years to accomplish it, or the farm will be turned into a theme park.""",1999-08-06 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
80696,3378,Harvest Moon 64,NULL,1999-02-05 00:00:00.000,5,NULL,NULL,NULL,89.7952,19
193647,3380,Harvest Moon: Back to Nature,"As a young boy, the main character went to his grandfather's farm for the summer. His grandfather was too busy taking care of the farm to spend much time with him, so the boy explored the town and countryside on his own.
The boy befriended his grandfather's puppy and met a little girl his own age with whom he became close friends. When the summer was over the boy had to go back home, but he promised the little girl that he would return someday.

Ten years later, years after his grandfather's death, the boy – now a grown man – returns to the town to take over the farm. Upon meeting the main character, the mayor and other villagers decide that he would be allowed to stay as the rightful owner if he restored the farm to its original state within three years. Otherwise, he would have to leave.",1999-12-16 00:00:00.000,7,NULL,NULL,NULL,85.5276,36
