id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
126429,107240,¡Aguante Imaginario!,NULL,1999-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123052,92273,10-Pin Bowling,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88894,3706,18 Wheeler: American Pro Trucker,NULL,1999-01-01 00:00:00.000,3,NULL,46.0000,1,71.4576,10
96905,112552,19:03 Ueno Hatsu Yakou Ressha,NULL,1999-03-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136941,182328,2 in 1 Pack: Super Bubsy/Lollypop,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127742,209723,2999 Game Kids,NULL,1999-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51792,45318,360: Three Sixty,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143132,47046,3D Frog Frenzy,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24175,183628,3D Ultra Cool Pool,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133291,10735,3D Ultra Lionel Traintown,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159851,50468,3-D Ultra Pinball: Thrill Ride,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133282,9116,3-D Ultra Radio Control Racers,NULL,1999-11-15 00:00:00.000,2,NULL,NULL,NULL,78.6682,5
124978,45106,3Xtreme,NULL,1999-05-21 00:00:00.000,NULL,NULL,NULL,NULL,76.9812,7
82584,5568,40 Winks,"The player takes control of either Ruff or Tumble, a brother and sister who are sleeping and trying to free 40 ""Winks"" from a man named Nitekap and his accomplice, Threadbear. ""Winks"" are small, white creatures which make dreams, and ""Hoodwinks"", which are green and of a similar size are what are responsible for any nightmares.",1999-11-14 00:00:00.000,10,NULL,NULL,NULL,79.9900,14
95620,41483,4-Tris,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103233,47682,64 Hanafuda: Tenshi no Yakusoku,NULL,1999-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59978,3434,64 Oozumou 2,NULL,1999-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106386,79588,70's Robot Anime Geppy-X,NULL,1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99222,58516,'99 Koushien,NULL,1999-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99993,49841,A Bug's Life,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24252,65901,A Collection of Intellivision Classic Games,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,46.6167,0
110186,222699,A Nightmare on Elm Street: Son of a Hundred Maniacs Demake,NULL,1999-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114774,71602,Abomination: The Nemesis Project,NULL,1999-11-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
187989,14751,Ace Combat 3: Electrosphere,NULL,1999-05-27 00:00:00.000,3,NULL,NULL,NULL,75.6234,18
129533,222775,Acid,NULL,1999-07-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174820,43937,Action Bass,NULL,1999-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73374,72539,Action Man: Raid on Island X,"Action Man was originally a popular toy action figure, the U.K.'s version of G.I. Joe, before becoming a more generic action/extreme sports hero on a 3D animated television show. The goal of this kid's action-adventure game is to raid your arch nemesis Dr. X’s island, rescue your sidekick who has been kidnapped and prevent Dr. X from destroying the world by polluting the environment and doing terrible experiments on plants and animals. 
 
You start in your base and create your own hero choosing different faces, shirts, pants, etc. Training missions will improve your skills on a firing range, bungee jumping, scuba diving, taking photographs, and street luge. Then other areas will open up and Action Man will journey through varied locales such as urban cities, tropical forests, and the frozen arctic. You'll swim, jump, and climb your way through levels battling criminals and avoiding dangers of all sorts. 
 
From your secret headquarters, you can use the monitor to see a map and choose which adventure you want to play. You can access various equipment, weapons and tools. Other features include a print function giving hard copies of colourful maps, missions, stickers and secret documents.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84437,3709,AeroWings,NULL,1999-03-04 00:00:00.000,1,NULL,66.0000,1,NULL,NULL
36140,60580,AFL 99,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145643,327,Age of Empires II: The Age of Kings,"Age of Empires II is a real-time strategy game that focuses on building towns, gathering resources, and creating armies to defeat opponents. Players conquer rival towns and empires as they advance one of 13 civilizations through four ""Ages"": the Dark Age, the Feudal Age, the Castle Age (being the High Middle Ages), and the Imperial Age, reminiscent of the Renaissance—a 1000-year timeframe. Advancing to a new Age unlocks new units, structures, and technologies, but players must first build certain buildings from their current age and then pay a sum of resources (typically food and gold).",1999-09-30 00:00:00.000,310,NULL,80.0000,4,86.5606,823
155782,47076,Age of Empires: Gold Edition,"Age of Empires requires the player to develop a civilization from a handful of hunter-gatherers to an expansive Iron Age empire. To ensure victory, the player must gather resources in order to pay for new units, buildings and more advanced technologies. Resources must also be preserved, as no new resources become available as the game progresses, meaning if you cut a tree down, the tree will not grow back. Twelve civilizations are available, each with individual sets of attributes, including a varying number of available technologies and units. Each civilization has technologies unique to them, so that no civilization possesses all the technologies possible within the game. A major component of the game is the advancement through four ages. These are the Stone Age (Mesolithic/Paleolithic), Tool Age (Neolithic/Chalcolithic), Bronze Age and Iron Age. Advancement between ages is researched at the Town Center and each advancement brings the player new technologies, weapons, and units.",1999-09-24 00:00:00.000,NULL,NULL,NULL,NULL,83.3612,8
149943,589,Age of Wonders,NULL,1999-11-11 00:00:00.000,6,NULL,90.0000,1,79.9660,23
17431,143645,Air Race Championship,NULL,1999-04-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25775,41481,Air Strike,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174933,3710,Airforce Delta,NULL,1999-07-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
46923,112070,Airline Pilots,NULL,1999-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179542,43750,Aironauts,NULL,1999-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101617,130832,Aisle,NULL,1999-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145661,64157,Alex Builds His Farm,"Alex is a lively and cheerful little boy who loves nature and animals. He often goes running along the forest paths with his dog Oscar. All the animals in the forest know him. Alex is also a great dreamer. Sometimes he sits under a tree and turns the pages of his favourite book: The Big Farming Book.

He sits there enjoying the sun, cooled by a gentle breeze. On such occasions Alex sometimes falls asleep and dreams of a magnificent farm with cows, funny little hens and affectionate horses. One day, Alex and Oscar went running in a field at the edge of the forest. In the middle of the field stood a scarecrow to keep the crows away. When Oscar and Alex passed close to the scarecrow they heard a strange noise. Alex was surprised and looked all around, but couldn't see anything strange or unusual. Just as Alex and Oscar were about to continue their race, Alex heard the noise again. It was as if someone was calling him:
- Psst! Pssst! Alex, it's me!
It was the scarecrow! Alex couldn't believe his eyes.
- But...! You can speak! said Alex in surprise.
-Yes, of course I can speak, said the scarecrow. But I only speak to children who like animals and nature. Like you, Alex!
The scarecrow had a big smile. He looked nice and funny at the same time. He spoke again:
-You know what Alex? I often see you sleeping under a tree in the forest. Did you know that when you dream in the middle of the forest, your dreams can come true?
- Er... No, I didn't know that, said Alex.
-Well, because you're a good little boy and you love nature so much, I'm going to tell you a secret: when you wake up, all you have to do is concentrate very intensely on your dream and do everything you canto make it come true!
- That's easy! said Alex.
- Yes! But above all, you mustn't forget to have fun! Other
wise, it's no longer a dream!
- Thanks, Mr Scarecrow! That's a great secret!
- Bye, bye!
As soon as Alex had finished talking with the scarecrow, he and Miro ran faster than ever in the direction of a large oak tree, the most majestic tree in the forest. Alex was keen to see if the scarecrow had been telling the truth. He sat down under the tree and shut his eyes. He listened to the birds singing and the sound of the wind in the trees, but Alex couldn't manage to fall asleep. He was far too excited by the scarecrow's secret! So he picked up his favourite book, the Good Farmer's Handbook and started to look at the pictures one after the other. Little by little, his eyelids shut and he fell asleep. And dreamt... He dreamt of his family, and a magnificent farm.",1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
120557,43933,Alexi Lalas International Soccer,NULL,1999-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185610,11259,Alien Nations,NULL,1999-05-11 00:00:00.000,2,1,NULL,NULL,91.2668,5
36509,9979,Aliens versus Predator,"The storylines of the three player characters are independent of one another. As an Alien the player must defend the Alien hive from human marines, then stow away on an evacuating spacecraft and reach the marines' ship, the Ferarco. When the Ferarco's self-destruct system is activated, the player must reach the escape shuttle, which takes them to Gateway Station. Here the player explores the station and battles more marines, reaching a ship departing for Earth. Before boarding the ship the player battles two Predators, after which the Alien enters the Earth-bound shuttle.

When playing as the Colonial Marine, the player begins at a research station on LV-426 built to study the derelict spacecraft where the Nostromo crew first encountered the Alien eggs in the film Alien (1979). Aliens attack and the player must fight their way through the research facility, the derelict ship, and an adjoining colony. Next the player explores the atmosphere processing station and shuts down its cooling valves in order to cause an explosion which will wipe out the Aliens. The player character escapes in a drop ship and travels to Odobenus Station in orbit above the planetoid, where they battle more Aliens, Predators, facehuggers, and cybernetically-enhanced Aliens until reaching the spaceship Tyrargo. Aboard the ship the player battles more enemies including an Alien/Predator hybrid and ""praetorian"" Aliens. The player then battles an Alien queen, defeating it by expelling it through the airlock.

The Predator character's storyline visits three different planets, beginning with the player hunting marines in order to recover a captured Predator ship and its occupant from a human military base. Aliens are accidentally released in the base and the player discovers that the humans have created an Alien/Predator hybrid by implanting the captured Predator with an Alien embryo. The player defeats the hybrid, triggers the facility's self-destruct mechanism, and escapes in the Predator ship. The player next visits Fiorina ""Fury"" 161, the prison planet that is the setting of Alien 3 (1992), where more Aliens and marines are battled. Finally the player visits a marine-controlled Alien habitat, battling cybernetically-enhanced Aliens, ""praetorian"" Aliens, and finally the Alien Queen.",1999-04-30 00:00:00.000,11,NULL,NULL,NULL,77.9888,40
90036,49880,All Star Tennis 2000,NULL,1999-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159995,3436,All Star Tennis '99,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103314,10658,All-Star Baseball 2000,NULL,1999-04-07 00:00:00.000,NULL,NULL,89.0000,1,NULL,NULL
130922,1176,Alundra 2: A New Legend Begins,NULL,1999-11-18 00:00:00.000,1,NULL,NULL,NULL,52.1310,8
124531,18244,American Girl: Dress Designer,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195175,11091,Amerzone: The Explorer's Legacy,NULL,1999-03-18 00:00:00.000,2,NULL,NULL,NULL,72.6087,8
58535,37526,Anchorz Field,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136143,7713,Ancient Conquest: The Golden Fleece,NULL,1999-04-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193078,49976,Animal Breeder 3,NULL,1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124160,69227,Animaniacs: A Gigantic Adventure,NULL,1999-06-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42133,180271,Anno 1602 A.D.,NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97105,94622,Antz,NULL,1999-03-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
103390,3762,Ape Escape,The doctors trustfull test apes have escaped and it's up to you to get out there and retrieve all of them.,1999-05-31 00:00:00.000,10,NULL,NULL,NULL,78.1591,59
106575,186601,Apollo's Palace,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
40205,66736,Aqua Rush,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128259,50021,Aqualife,NULL,1999-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37394,106041,Aquanaut's Holiday 2,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60317,26346,Arc the Lad III,NULL,1999-10-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
144734,206138,Arcade Legends 3D,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73280,92977,Arcade Party Pak,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86250,145110,Arcane: Online Mystery Serial,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143534,70264,Arcomage,"Trial of Towers

During a time long past, a traveler settled among the people of Shrikar. The traveler’s knowledge, skills
and power led them to believe that he was the chosen Emissary of the god Ceth. As time passed, the
traveler taught the people of Shrikar how to Weave, or shape the natural energy flows of their planet. The
Emissary also taught the basic skills of architecture and of controlling creatures of the land, improving the
way life for the people of Shrikar. An age of prosperity and enlightenment began and the people lived
better than ever before.

As the people of Shrikar continued to advance in their skill and knowledge of Weaving, the Emissary left to
continue his journey once more. To honor him and his teachings, the people created the Arcomage Guild; a
school dedicated to the knowledge that the Emissary brought to Shrikar. Graduation from this Guild
bestowed the title of Arcomage upon the worthy student, one who understood and excelled in the ways of
Weaving, of Control and of Building. The Golden Age of Shrikar had reached its pinnacle.

One hundred years after the departure of the Emissary, the first Arcomage War struck the people of
Shrikar. The Arcomage Crowhain assaulted the citadel of the Arcomage Ralbeard. The surrounding
countryside was laid to waste. Years after the war started, Ralbeard completely destroyed the citadel of his
enemy. The scars upon the world of Shrikar were slow to heal. Over the next five hundred years the people
of Shrikar would experience the wars of Arcomages hundreds of times, as mages strove to increase their
power and reputations.

You have been challenged, Arcomage! The enemy is at the gates and it is now time to put your skills and
tactics to the test. Gather your resources, summon your armies and join the battle!",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61493,93135,Argentum Online,"Argentum Online is an online multiplayer role playing game which takes place in a medieval fantasy world. The world is known as Argentum, it's populated by all sorts of creatures: evil and good. Players can create their own characters, choosing among five races (Elf, Human, Gnome, Dark Elf, Dwarf) and up to 20 different professions (fighter, assassin, blacksmith, carpenter, pirate, etc).",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22101,43807,Arkanoid R 2000,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173611,6713,Armada,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110837,43818,Armed Fighter,NULL,1999-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179341,19424,Armored Core: Master of Arena,NULL,1999-02-04 00:00:00.000,2,NULL,63.0000,1,NULL,NULL
143986,14962,Armored Fist 3,NULL,1999-10-12 00:00:00.000,1,NULL,NULL,NULL,50.0000,2
80448,37525,Armored Unit,NULL,1999-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48361,186027,Armorines: Project S.W.A.R.M.,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170039,3439,Armorines: Project S.W.A.R.M.,NULL,1999-11-30 00:00:00.000,1,NULL,NULL,NULL,33.3596,5
173112,22833,Army Men 3D,NULL,1999-03-28 00:00:00.000,1,NULL,NULL,NULL,65.6662,9
107049,22830,Army Men II,NULL,1999-02-28 00:00:00.000,2,NULL,69.0000,1,63.5738,7
9661,3417,Army Men: Air Attack,NULL,1999-10-13 00:00:00.000,5,NULL,NULL,NULL,71.2789,11
124847,3440,Army Men: Sarge's Heroes,NULL,1999-09-28 00:00:00.000,3,NULL,NULL,NULL,72.6638,27
75747,27454,Army Men: Toys in Space,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,4
104636,186061,Arthur's Thinking Games,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180239,603,Asheron's Call,"The story for players began in Portal Year 10. Through the game's monthly updates the story unfolds. Not only do players experience the current events of the world, but as the months go on and they explore, they learn much about the past. Several monthly updates build upon each other, forming a story arc. Each story arc usually lasts around one year.",1999-11-02 00:00:00.000,3,NULL,85.0000,1,NULL,NULL
123332,44750,Assault Suits Valken 2,NULL,1999-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169019,62150,Asterix & Obelix take on Caesar,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161684,150203,Asteroids,"You are an employee of the Astro-Mining Corporation. Your mission is to simply go to an assigned area of space and clear the area of asteroids and the occassional debris. The game consists of five zones, each with a different background and some with special features. Each zone has 15 levels. In addition to the standard asteroids, there are also mined asteroids that explode; indestructible asteroids that are, well, indestructible; fireball comets; crystal asteroids that regenerate; alien egg asteroids containing deadly baby space worms; and ancient energy asteroids that shoot back! And there's plenty of enemies in addition to the asteroids, such as Standard and Super Saucers, Asteroids Tugs, Fuel Transports, Hexes, Nuke Drivers, and Vulturoids.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107813,10664,Asteroids Hyper 64,NULL,1999-12-15 00:00:00.000,NULL,NULL,NULL,NULL,77.0931,5
68736,77780,Asuka 120% Final Burning Fest.,NULL,1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127909,38514,Asura Blade: Sword of Dynasty,NULL,1999-01-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172377,80627,Atari Arcade Hits: Volume 1,NULL,1999-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109568,43832,Athena: Awakening from the Ordinary Life,NULL,1999-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57883,11094,Atlantis 2: Beyond Atlantis,"In this adventure game, take Ten, the Bearer of Light, through his journey to Shambhala to confront the Bearer of Dark so that balance can be returned to the Universe. To find Shambhala, he must gather the pieces that make up the ""road to Shambhala"" from different locations and time periods – China, Ireland and the Yucatán.

You begin aboard a ship in the mountains of Tibet, which acts as a home base. As the pieces are found and put in place, Ten is mystically transported to exotic locations and will become different characters. Each ""chapter"" can be played in any order since each is self-contained with its own puzzles, objects and people. Although each chapter is autonomous the final reward of each one is another piece of ""the road to Shamballa"".

Yucatán The character in the Yucatán chapter is Tepec, a loyal follower of a local city's king. Tepec's kingdom is in trouble because its protector-god, Quetzalcoatl (the Feathered Serpent), has fallen asleep and as a result great misfortunes happen to the kingdom; the corn crop is dying and a rival king makes a campaign to conquer Tepec's kingdom. So Tepec is assigned with the mission to go to the land of the dead, Xibalba, and awaken Quetzalcoatl to receive chulel, the divine blood which has life giving powers.

Ireland Ten is transformed into Felim, a monk living in an Irish monastery in the early centuries of Christianity. He discovers a living remain of an ancient Irish king and then begins interacting with a set of characters from an old myth which is written in a book in the monastery library. His final goal is to help the characters get to the end of the story.

China In this chapter Ten is in the body of a travelling Chinese civil servant who is stuck in a monastery because a ghost-shadow is blocking the entrance. As water supplies are running short, he decides to use the help of the Master of Directions to travel to a Chinese version of the land of the dead to consult an immortal excorcism master.

Shamballa Shamballa is a fantasy place, which acts as a final screen of protection between the home base and the Dark's prison. Queen Rhea, a character from the prequel of the series is waiting there to link the story between the two games and guide Ten to the final level of the game, which is no other than the sunk Atlantis.",1999-12-31 00:00:00.000,3,NULL,70.0000,2,40.0000,2
126813,4143,Attack of the Saucerman,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114350,44810,Attack of the Saucerman!,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71783,210276,Autobahn Raser II,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93822,49915,Babe and Friends,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110838,78530,Backgammon,NULL,1999-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138839,50298,Backyard Football 1999,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103332,84780,Bakuretsu Muteki Bangai-O,NULL,1999-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36657,180241,Baldr Fist,"...Once, the human society that evolved its civilization to the extreme of it's peak. However, at some point, it followed the path of slow decline, and by the time the 30th century was counted, it was about 1000 years ago. It had retreated to the same extent. Except for the fact that working robots called ""GIGAS"" supports all aspects of people's lives, they are living at the same level as they are today.
Story takes place two years before ""Baldrhead ~Busou Kin'yuu Gaiden~""",1999-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58079,180223,Baldrhead: Busou Kin'yuu Gaiden,"It's the future where the technology is being over-used and at the same time conflicts between countries and religion occur which causes a loss in theory and technology. The world is now in corrupted towns with ruins of ancient technology everywhere. The story takes place in future Japan,and the hero of the game is an ex-mercenary called Bloody Baldy who earns his living by being an armament banker...",1999-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125341,187304,Ballistic,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176790,187303,Ballistic,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141982,173417,Balloon De Fight,NULL,1999-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108737,187876,Banco Imobiliário 2000,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132598,3313,Barbie Super Sports,NULL,1999-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160577,200588,Barbie: Ocean Discovery,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116170,3312,Barbie: Race & Ride,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77348,167075,Bardysh: Kromeford no Juunin,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167847,159153,Baron of Blood,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116613,43992,Baseball Stars Color,NULL,1999-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162442,49867,Bass Masters Classic,NULL,1999-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117275,3420,BassMasters 2000,NULL,1999-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83794,38541,Battle Bakraid,NULL,1999-05-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69535,3190,Battle Hunter,NULL,1999-12-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150201,206249,Battleship,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66472,47686,BattleTanx,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165372,47685,BattleTanx: Global Assault,"On January 13, 2006, a Queenlord, Cassandra, is spying on Griffin Spade's family, telling her troops to kidnap Griffin's son Brandon and kill everyone else. Griffin and his army manage to push back the invaders, but Cassandra soon turns the tables by mind-controlling Griffin's own army. Griffin and Madison manage to escape San Francisco and begin chasing Cassandra across the United States, eventually cornering her in Washington, D.C.. Cassandra, however, escapes with Brandon to Great Britain; Griffin and Madison follow. They build a new army in Europe, and chase Cassandra through England, France and Germany. While in Paris, they discover Cassandra released the virus in 2001 to kill every female on Earth who didn't have the power of the Edge.",1999-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56870,70632,beatmania 4thMIX ~the beat goes on~,NULL,1999-04-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119851,79698,beatmania 5thMIX -Time to get down-,NULL,1999-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1207,94744,beatmania complete MIX,NULL,1999-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47857,135089,beatmania for WonderSwan,NULL,1999-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24711,91769,Beatmania GB,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117772,92604,Beatmania GB2 Gotcha Mix,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132307,94920,beatmania IIDX,NULL,1999-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50888,94021,beatmania IIDX 2nd style,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69737,141046,Beatmania IIDX Club Version,NULL,1999-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63374,80673,beatmania IIDX substream,NULL,1999-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126709,8458,Beavis and Butt-Head Do U.,NULL,1999-03-07 00:00:00.000,NULL,NULL,54.0000,1,NULL,NULL
107780,2715,Beetle Adventure Racing!,NULL,1999-03-24 00:00:00.000,2,NULL,NULL,NULL,72.3160,15
143575,178830,Bert the Barbarian,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70942,78521,BHunter,"BHunter is set in 2098 where law and order are rapidly crumbling and the city has turned to enlisting the help of BHunters to help curb crime. As a BHunter, it is your job to deal justice swiftly to designated criminal targets.",1999-10-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66976,22826,Big Air,NULL,1999-03-28 00:00:00.000,NULL,NULL,56.0000,1,NULL,NULL
91217,43921,Big Ol' Bass 2,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48969,138956,Billiards,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76747,49913,Billy Bob's Huntin'-n-Fishin',"In Billy Bob's Huntin'-n-Fishin' you play the role of a hapless guy named Billy Bob, who is trying to impress a girl. She'll ask Billy Bob to fetch her rabbits or bass, and it's up to you to help Billy Bob get them. Obviously, to get the things she wants you'll have to either go hunting or fishing. Not so fast though, because you need bullets for hunting, bait for fishing, and a license to do either of the two activities. Luckily, you can earn these items by playing a variety of mini-games. The games vary in their gameplay, but the usual assortment of speed and reflex tests are the common thread. You'll need to clear four mini-games each to go hunting and fishing. Once you've finally cleared them and gotten the items you need, you'll head out to catch your real prize.",1999-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144755,206140,Bingo Master,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161941,43991,Biomotor Unitron,NULL,1999-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56172,94327,Biosys,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89743,46952,Bird Hunter: Upland Edition,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125496,44840,Bishi Bashi Special 2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149707,43881,Black Bass with Blue Marlin,NULL,1999-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121233,25056,Black Moon Chronicles,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3304,22829,Blast Radius,NULL,1999-03-28 00:00:00.000,NULL,NULL,72.0000,1,NULL,NULL
71680,127141,Blast Thru,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
